height,wall_seconds,blocks_per_sec,coins_in_db,db_size_bytes,rss_mb
10000,1.2586512565612793,2522.541477195451,19992,4694016,893.51171875
80000,46.01590418815613,538.1027302280817,159998,38264832,893.51171875
90000,47.63071870803833,2161.2389268425636,179998,43081728,893.51171875
110000,50.761332273483276,2182.958661979956,219998,52641792,893.51171875
130000,59.54116368293762,786.5754680167826,259994,62300160,893.51171875
140000,65.66850590705872,570.2309210419824,279998,67035136,893.51171875
170000,75.69247007369995,1020.853609398806,340000,81555456,893.51171875
180000,77.31111645698547,2067.1593465697565,360000,86417408,893.51171875
200000,85.73306512832642,801.358481673746,399996,95997952,893.51171875
240000,137.96872448921204,254.02187245933203,527945,136536064,893.51171875
270000,178.98539400100708,242.36487550851234,680718,183357440,893.51171875
300000,275.2681076526642,104.43203788769559,1079253,296718336,893.51171875
400000,550.2318689823151,125.83112710085334,2214984,616263680,893.51171875
430000,642.2025279998779,115.93914965819454,2525772,707489792,893.51171875
490000,849.5315647125244,103.40567987934071,3217070,916758528,893.51171875
570000,1423.1303217411041,49.968727527371385,4878846,1403985920,893.51171875
610000,1763.4688091278076,42.11101750509786,6002781,1712984064,893.51171875
620000,1849.3378367424011,42.343556239153905,6311162,1797201920,893.51171875
640000,2039.9671123027802,37.76439887754713,6968954,1974362112,893.51171875
650000,2162.2439546585083,29.4577446604407,7315505,2070265856,893.51171875
670000,2398.6573996543884,30.247856673822493,7937059,2241171456,893.51171875
680000,2504.4862174987793,34.12114085323679,8289596,2336497664,893.51171875
720000,3070.234831094742,25.36462247567832,9860454,2775441408,893.51171875
730000,3234.390029191971,21.948741445677193,10271585,2889191424,893.51171875
770000,3944.7238998413086,20.328468902658347,12057767,3394031616,893.51171875
820000,4898.643900871277,18.863217020894293,14298943,4042235904,893.51171875
840000,5356.422593593597,15.784919907539576,15245760,4318773248,893.51171875
850000,5535.468194723129,19.978150691410693,15646859,4430979072,893.51171875
860000,5699.753041505814,22.406205271440644,16050288,4546297856,893.51171875
880000,6026.083703756332,22.15544181517839,16830468,4769546240,893.51171875
890000,6205.482439994812,20.089327692972734,17231792,4880736256,893.51171875
980000,7989.257869243622,18.14410013127587,21248533,6023028736,893.51171875
990000,8184.773701429367,18.550927356891762,21675711,6144282624,893.51171875
1030000,9056.84470486641,16.607592664953888,23423282,6650146816,893.51171875
1060000,9820.863246440887,14.143635804611698,25217580,7148535808,893.51171875
1100000,11276.919362068176,9.859510114976056,27691741,7921827840,893.51171875
1120000,11778.993807077408,14.402246662578186,28365416,8122105856,893.51171875
1150000,12365.944586992264,18.470032532493804,29322844,8402690048,893.51171875
1170000,12794.834053754807,16.93210153846154,30029776,8606396416,893.51171875
1180000,13009.85208106041,16.7102267889999,30347059,8700248064,893.51171875
1230000,14095.927495002747,16.671033859681224,31950931,9173999616,893.51171875
1260000,14681.18465423584,18.559362886279427,32845390,9430142976,893.51171875
1270000,14843.156517028809,22.164343473586595,33132731,9510932480,893.51171875
1310000,16381.772792339325,9.471497366722541,35919749,10294706176,893.51171875
1330000,16953.07506418228,12.501263082607244,36950493,10580291584,893.51171875
1340000,17248.533094644547,12.167548786456635,37601926,10749034496,893.51171875
1360000,17888.136630535126,11.280425443480214,38600085,11039510528,893.51171875
1380000,18304.03356218338,17.31919485785471,39235533,11222347776,893.51171875
1420000,19223.928682088852,15.728967016899526,40427801,11587641344,893.51171875
1470000,20206.699280023575,18.332864289858126,41839073,12002521088,893.51171875
1490000,20493.607356786728,25.238048651999275,42330014,12144615424,893.51171875
1500000,20664.35212469101,21.458929869253822,42577620,12218355712,893.51171875
1600000,30396.408925771713,3.7200769313203863,65118984,17759043584,893.51171875
1610000,32278.657835245132,1.9157933798505002,69363129,18775580672,893.51171875
1640000,35553.37486886978,3.307461343617715,76438852,20487737344,893.51171875
1680000,42338.00530004501,2.133793453727191,91857516,24181297152,893.51171875
1690000,42605.11527967453,13.619858026442634,92204008,24282345472,893.51171875
1740000,51049.18584036827,2.138305201291043,111945146,28987101184,893.51171875
1750000,53045.73762869835,1.80811738573504,115826287,29911863296,893.51171875
1760000,54684.570699453354,2.1911932728728973,118963936,30662975488,893.51171875
1830000,68548.52274918556,1.8271124935468372,143886001,36613791744,893.51171875
1840000,71206.68555474281,1.3799004306025,148444717,37695418368,893.51171875
1880000,77818.5291800499,2.174885072139335,159977717,40466894848,893.51171875
1910000,83999.43841576576,1.7492572027305893,171616121,43239927808,893.51171875
1930000,88435.1075553894,1.634928073245634,179549519,45134061568,893.51171875
1950000,92923.88775920868,1.614469782644714,187088338,46932430848,893.51171875
1980000,98693.68241047859,1.8801362363238336,196495265,49188679680,893.51171875
1990000,100628.63233780861,1.8837696771976074,199474956,49903640576,893.51171875
2000000,102048.06013727188,2.538346791124143,201453711,50379317248,893.51171875
2010000,103608.82632732391,2.3347507289855614,203736208,50929340416,893.51171875
2020000,104720.5616812706,3.2768589998215556,205340217,51318972416,893.51171875
2040000,106655.50639367104,3.7324063854210054,208015965,51975143424,893.51171875
2050000,107686.18806099892,3.446262907934343,209414862,52316925952,893.51171875
2060000,107943.0958340168,14.11012192203178,209619909,52379525120,893.51171875
2070000,108170.45576500893,16.0186537007971,209816987,52439932928,893.51171875
2080000,108449.91937804222,12.856772160789097,210057030,52510937088,893.51171875
2100000,108917.50986742973,15.344623474695549,210412643,52619493376,893.51171875
2170000,110830.96110320091,13.266604094966167,211616811,53001777152,893.51171875
2190000,111536.30514192581,10.233304038478149,211967187,53115691008,893.51171875
2210000,112096.31971907616,12.824666165916387,212413943,53253038080,893.51171875
2230000,112900.02119421959,9.014541125119896,212889932,53405147136,893.51171875
2270000,114560.3909125328,8.730585628077222,213709036,53674283008,893.51171875
2300000,115351.54534053802,13.631978306931579,214311040,53856219136,893.51171875
2380000,118059.98506617546,10.655581413467766,217117664,54623764480,893.51171875
2390000,118344.92156648636,12.887081844528288,217326060,54685495296,893.51171875
2450000,120057.84058332443,12.672519708532148,218990963,55152316416,893.51171875
2460000,120289.72056055069,15.658963069748125,219183075,55209127936,893.51171875
2470000,120510.90231871605,16.267164298920484,219382284,55267590144,893.51171875
2490000,121022.98180246353,14.0329777467585,219741236,55377616896,893.51171875
2540000,122464.51838898659,12.531766566932754,220723664,55676252160,893.51171875
2600000,123799.36876058578,16.252008810552923,221854590,56010883072,893.51171875
2620000,124257.14255547523,15.92489583585818,222230676,56122265600,893.51171875
2640000,124646.8638727665,18.59020710069452,222568414,56221655040,893.51171875
2660000,125083.00549507141,16.50152068029044,222934081,56330039296,893.51171875
2670000,125308.78026771545,15.878656229020411,223103982,56380735488,893.51171875
2690000,125691.7590277195,18.956664855051876,223434949,56478502912,893.51171875
2730000,126385.18810915947,20.802415684737515,224015722,56654991360,893.51171875
2770000,127185.8617811203,18.023572530690096,224667378,56855969792,893.51171875
2790000,127591.79068017006,17.700144081437426,224999125,56955908096,893.51171875
2810000,128192.22815871239,12.016238589096297,225536716,57116663808,893.51171875
2830000,128625.7095940113,16.718132334785274,225917882,57230405632,893.51171875
2840000,128836.52280116081,16.9960888525309,226117963,57287651328,893.51171875
2850000,129037.67292118073,18.001480683389808,226305806,57342148608,893.51171875
2890000,129914.87376070023,16.52871195146374,227072820,57567301632,893.51171875
2980000,132718.00529932976,11.609515840241473,229818606,58368692224,893.51171875
3000000,133193.9297451973,15.17047519347116,230220864,58485248000,893.51171875
3020000,135575.65872883797,3.0225941110208643,232837011,59213938688,893.51171875
3060000,138123.75139021873,5.668161216779921,235343611,59943972864,893.51171875
3090000,139390.64396071434,8.565051412177052,236583873,60300431360,893.51171875
3100000,139782.01385760307,9.244451422457265,236791179,60361748480,893.51171875
3110000,140064.53065919876,12.62579775734812,236986467,60421775360,893.51171875
3130000,141157.88731765747,6.610834574501257,238112958,60710506496,893.51171875
3180000,142555.73872804642,12.886920502507257,239132185,61022162944,893.51171875
3190000,142892.08360266685,10.795467016102306,239299129,61073956864,893.51171875
3230000,143919.25085377693,14.0765780688334,240084135,61306826752,893.51171875
3240000,144159.67239665985,14.84475957189092,240274243,61361725440,893.51171875
3250000,144409.68082547188,14.507510875671398,240495349,61425463296,893.51171875
3290000,146373.88037586212,7.325630431562424,242522572,61949108224,893.51171875
3320000,147218.0657479763,12.854996495405036,243174409,62134571008,893.51171875
3330000,147543.36178207397,11.159066264269539,243428958,62205980672,893.51171875
3340000,148505.749468565,3.767712379218873,243650970,62297063424,893.51171875
3380000,150225.49159812927,8.37974470256839,244703826,62610219008,893.51171875
3420000,151570.8870294094,10.780473653161975,245744431,62900891648,893.51171875
3490000,153979.11226844788,10.500678919093442,247814805,63465213952,893.51171875
3510000,154661.26381134987,10.686774919524563,248321875,63605768192,893.51171875
3590000,157353.15307211876,10.721837789031515,250656619,64243294208,893.51171875
3600000,157772.09635853767,8.609757255766704,250917985,64316477440,893.51171875
3620000,158510.95142960548,9.73397934402204,251580722,64499056640,893.51171875
3630000,158849.6983897686,10.571312575840222,251849252,64576282624,893.51171875
3660000,159923.69127869606,10.026137147661597,252801958,64838238208,893.51171875
3710000,161801.05850458145,9.59481967706389,254444089,65292378112,893.51171875
3730000,162666.5990743637,8.424792845740829,255170697,65491898368,893.51171875
3860000,169563.84270954132,6.794453332195974,263019836,67505950720,893.51171875
3880000,170191.27517676353,11.460994410818733,263357279,67608727552,893.51171875
3890000,170428.19606232643,15.135854280976863,263529401,67660029952,893.51171875
3900000,170831.58620285988,9.01112752828574,263877770,67754524672,893.51171875
3920000,171403.81009697914,12.66112805574316,264334947,67882864640,893.51171875
3930000,171736.16379213333,10.985284813235424,264620236,67959922688,893.51171875
3990000,173531.8052186966,12.004623908269222,266138802,68378492928,893.51171875
4040000,175293.92544794083,10.27909429753758,267666326,68795609088,893.51171875
4060000,175972.04376411438,10.658906901063721,268169131,68938059776,893.51171875
4110000,177406.54860186577,12.53394169669303,269339538,69258088448,893.51171875
4120000,177721.24193429947,11.547750223674058,269611166,69329788928,893.51171875
4130000,178014.99306583405,12.139527706228627,269854273,69394395136,893.51171875
4140000,178322.2547264099,11.827053180631758,270098772,69459582976,893.51171875
4150000,178587.40878152847,13.626040900579422,270299765,69513822208,893.51171875
4180000,179473.7349562645,12.181745623405178,270977686,69697724416,893.51171875
4210000,180409.81075382233,11.541800384313994,271761613,69904453632,893.51171875
4250000,181786.8163909912,10.471997797806724,272868879,70197002240,893.51171875
4260000,182148.12772250175,9.936029365564574,273116024,70263463936,893.51171875
4280000,182774.02382445335,11.648898239286074,273618373,70395518976,893.51171875
4300000,183473.01577973366,10.287672047836837,274186373,70544748544,893.51171875
4310000,183835.32589054108,9.944519604961085,274457041,70616854528,893.51171875
4330000,184570.6081187725,9.846559214975628,274973012,70754902016,893.51171875
4360000,185547.85687971115,11.07189943081373,275712587,70952370176,893.51171875
4430000,187768.96472668648,11.409621569934291,277591201,71442026496,893.51171875
4450000,188561.41500520706,9.061767273785458,278146914,71589961728,893.51171875
4460000,189029.30860710144,7.68978243222955,278444589,71669456896,893.51171875
4480000,189715.1676595211,10.528402263591651,278968558,71807062016,893.51171875
4490000,190059.51305389404,10.335552785542584,279245518,71879610368,893.51171875
4500000,190478.59681463242,8.635505211711802,279570151,71965286400,893.51171875
4510000,190896.95057606697,8.63384133947853,279902766,72052879360,893.51171875
4560000,192544.37513065338,10.948604565705425,281188327,72396283904,893.51171875
4580000,193031.6350464821,14.86886108346939,281484514,72479678464,893.51171875
4640000,194649.49920105934,13.446740839427608,282488131,72765612032,893.51171875
4670000,197102.9899456501,4.427976760846558,284685803,73357332480,893.51171875
4690000,202246.0903019905,1.4115999099745118,290726313,74952466432,893.51171875
4740000,215147.91704201698,1.397321508284571,304729084,78656073728,893.51171875
4760000,220732.98092603683,1.2827069034067535,309854972,80014979072,893.51171875
4800000,231461.79000616074,1.344697243865336,320751470,82889465856,893.51171875
4810000,233038.66104650497,2.2804654965411606,321893440,83197292544,893.51171875
4820000,234459.67085647583,2.512297927115098,322748126,83434246144,893.51171875
4870000,243631.21347427368,1.9484181390949808,331227632,85717360640,893.51171875
4900000,249776.72218728065,1.75038397996781,336741557,87186456576,893.51171875
4910000,252096.16557836533,1.5538210649386082,338566045,87671762944,893.51171875
4930000,255823.8756465912,1.9440889627580626,341666594,88498110464,893.51171875
5000000,265814.7587864399,2.535011134199246,350066817,90769645568,893.51171875
5020000,268315.7950541973,2.879206548434767,351587734,91192676352,893.51171875
5070000,275184.90804338455,2.6268311539500506,356231555,92478033920,893.51171875
5080000,276294.5166027546,3.2768312476467103,356790153,92633026560,893.51171875
