height,wall_seconds,blocks_per_sec,coins_in_db,db_size_bytes,rss_mb,avg_ops_per_block,ops_per_sec
2460000,120289.72056055069,15.658963069748125,219183075,55209127936,893.51171875,88.5,1385.1
2470000,120510.90231871605,16.267164298920484,219382284,55267590144,893.51171875,90.8,1477.4
2490000,121022.98180246353,14.0329777467585,219741236,55377616896,893.51171875,82.7,1160.5
2540000,122464.51838898659,12.531766566932754,220723664,55676252160,893.51171875,80.2,1005.5
2600000,123799.36876058578,16.252008810552923,221854590,56010883072,893.51171875,96.7,1572.1
2620000,124257.14255547523,15.92489583585818,222230676,56122265600,893.51171875,81.7,1300.9
2640000,124646.8638727665,18.59020710069452,222568414,56221655040,893.51171875,74.9,1392.2
2660000,125083.00549507141,16.50152068029044,222934081,56330039296,893.51171875,76.8,1267.5
2670000,125308.78026771545,15.878656229020411,223103982,56380735488,893.51171875,79.4,1260.4
2690000,125691.7590277195,18.956664855051876,223434949,56478502912,893.51171875,71.4,1354.4
2730000,126385.18810915947,20.802415684737515,224015722,56654991360,893.51171875,64.2,1336.5
2770000,127185.8617811203,18.023572530690096,224667378,56855969792,893.51171875,77.1,1389.5
2790000,127591.79068017006,17.700144081437426,224999125,56955908096,893.51171875,83.2,1472.5
2810000,128192.22815871239,12.016238589096297,225536716,57116663808,893.51171875,138.4,1663.2
2830000,128625.7095940113,16.718132334785274,225917882,57230405632,893.51171875,95.7,1599.5
2840000,128836.52280116081,16.9960888525309,226117963,57287651328,893.51171875,88.9,1510.5
2850000,129037.67292118073,18.001480683389808,226305806,57342148608,893.51171875,82.8,1490.0
2890000,129914.87376070023,16.52871195146374,227072820,57567301632,893.51171875,102.3,1690.2
2980000,132718.00529932976,11.609515840241473,229818606,58368692224,893.51171875,137.6,1597.6
3000000,133193.9297451973,15.17047519347116,230220864,58485248000,893.51171875,69.3,1050.9
3020000,135575.65872883797,3.0225941110208643,232837011,59213938688,893.51171875,443.7,1341.2
3060000,138123.75139021873,5.668161216779921,235343611,59943972864,893.51171875,251.6,1426.3
3090000,139390.64396071434,8.565051412177052,236583873,60300431360,893.51171875,174.4,1494.2
3100000,139782.01385760307,9.244451422457265,236791179,60361748480,893.51171875,95.8,885.7
3110000,140064.53065919876,12.62579775734812,236986467,60421775360,893.51171875,97.5,1231.3
3130000,141157.88731765747,6.610834574501257,238112958,60710506496,893.51171875,83.9,554.5
3180000,142555.73872804642,12.886920502507257,239132185,61022162944,893.51171875,90.3,1164.0
3190000,142892.08360266685,10.795467016102306,239299129,61073956864,893.51171875,84.4,911.6
3230000,143919.25085377693,14.0765780688334,240084135,61306826752,893.51171875,92.6,1303.5
3240000,144159.67239665985,14.84475957189092,240274243,61361725440,893.51171875,86.1,1278.4
3250000,144409.68082547188,14.507510875671398,240495349,61425463296,893.51171875,97.1,1408.8
3290000,146373.88037586212,7.325630431562424,242522572,61949108224,893.51171875,102.0,747.2
3320000,147218.0657479763,12.854996495405036,243174409,62134571008,893.51171875,100.0,1284.9
3330000,147543.36178207397,11.159066264269539,243428958,62205980672,893.51171875,107.9,1204.0
3340000,148505.749468565,3.767712379218873,243650970,62297063424,893.51171875,257.4,970.0
3380000,150225.49159812927,8.37974470256839,244703826,62610219008,893.51171875,129.8,1087.6
3420000,151570.8870294094,10.780473653161975,245744431,62900891648,893.51171875,102.0,1100.1
3490000,153979.11226844788,10.500678919093442,247814805,63465213952,893.51171875,122.7,1288.4
3510000,154661.26381134987,10.686774919524563,248321875,63605768192,893.51171875,120.0,1282.9
3590000,157353.15307211876,10.721837789031515,250656619,64243294208,893.51171875,114.5,1227.6
3600000,157772.09635853767,8.609757255766704,250917985,64316477440,893.51171875,109.8,945.1
3620000,158510.95142960548,9.73397934402204,251580722,64499056640,893.51171875,146.3,1424.0
3630000,158849.6983897686,10.571312575840222,251849252,64576282624,893.51171875,122.0,1289.7
3660000,159923.69127869606,10.026137147661597,252801958,64838238208,893.51171875,102.4,1026.3
3710000,161801.05850458145,9.59481967706389,254444089,65292378112,893.51171875,140.0,1343.1
3730000,162666.5990743637,8.424792845740829,255170697,65491898368,893.51171875,128.8,1085.2
3860000,169563.84270954132,6.794453332195974,263019836,67505950720,893.51171875,84.9,577.0
3880000,170191.27517676353,11.460994410818733,263357279,67608727552,893.51171875,83.4,956.1
3890000,170428.19606232643,15.135854280976863,263529401,67660029952,893.51171875,80.9,1224.8
3900000,170831.58620285988,9.01112752828574,263877770,67754524672,893.51171875,133.1,1199.4
3920000,171403.81009697914,12.66112805574316,264334947,67882864640,893.51171875,83.2,1053.6
3930000,171736.16379213333,10.985284813235424,264620236,67959922688,893.51171875,109.8,1205.7
3990000,173531.8052186966,12.004623908269222,266138802,68378492928,893.51171875,109.6,1315.7
4040000,175293.92544794083,10.27909429753758,267666326,68795609088,893.51171875,121.8,1252.2
4060000,175972.04376411438,10.658906901063721,268169131,68938059776,893.51171875,123.3,1314.1
4110000,177406.54860186577,12.53394169669303,269339538,69258088448,893.51171875,86.9,1088.9
4120000,177721.24193429947,11.547750223674058,269611166,69329788928,893.51171875,105.1,1214.0
4130000,178014.99306583405,12.139527706228627,269854273,69394395136,893.51171875,98.5,1195.9
4140000,178322.2547264099,11.827053180631758,270098772,69459582976,893.51171875,95.4,1128.3
4150000,178587.40878152847,13.626040900579422,270299765,69513822208,893.51171875,83.4,1137.0
4180000,179473.7349562645,12.181745623405178,270977686,69697724416,893.51171875,79.5,968.5
4210000,180409.81075382233,11.541800384313994,271761613,69904453632,893.51171875,104.8,1209.1
4250000,181786.8163909912,10.471997797806724,272868879,70197002240,893.51171875,102.4,1072.5
4260000,182148.12772250175,9.936029365564574,273116024,70263463936,893.51171875,105.2,1045.2
4280000,182774.02382445335,11.648898239286074,273618373,70395518976,893.51171875,100.8,1174.1
4300000,183473.01577973366,10.287672047836837,274186373,70544748544,893.51171875,118.7,1221.1
4310000,183835.32589054108,9.944519604961085,274457041,70616854528,893.51171875,113.0,1123.2
4330000,184570.6081187725,9.846559214975628,274973012,70754902016,893.51171875,107.0,1053.4
4360000,185547.85687971115,11.07189943081373,275712587,70952370176,893.51171875,92.0,1018.2
4430000,187768.96472668648,11.409621569934291,277591201,71442026496,893.51171875,93.7,1069.6
4450000,188561.41500520706,9.061767273785458,278146914,71589961728,893.51171875,126.9,1150.3
4460000,189029.30860710144,7.68978243222955,278444589,71669456896,893.51171875,127.6,981.5
4480000,189715.1676595211,10.528402263591651,278968558,71807062016,893.51171875,100.6,1058.7
4490000,190059.51305389404,10.335552785542584,279245518,71879610368,893.51171875,113.0,1167.9
4500000,190478.59681463242,8.635505211711802,279570151,71965286400,893.51171875,134.7,1163.2
4510000,190896.95057606697,8.63384133947853,279902766,72052879360,893.51171875,137.4,1185.9
4560000,192544.37513065338,10.948604565705425,281188327,72396283904,893.51171875,75.3,824.9
4580000,193031.6350464821,14.86886108346939,281484514,72479678464,893.51171875,75.2,1117.7
4640000,194649.49920105934,13.446740839427608,282488131,72765612032,893.51171875,90.5,1216.6
4670000,197102.9899456501,4.427976760846558,284685803,73357332480,893.51171875,899.8,3984.3
4690000,202246.0903019905,1.4115999099745118,290726313,74952466432,893.51171875,1328.7,1875.6
4740000,215147.91704201698,1.397321508284571,304729084,78656073728,893.51171875,1198.8,1675.1
4760000,220732.98092603683,1.2827069034067535,309854972,80014979072,893.51171875,1184.2,1519.0
4800000,231461.79000616074,1.344697243865336,320751470,82889465856,893.51171875,1178.4,1584.5
4810000,233038.66104650497,2.2804654965411606,321893440,83197292544,893.51171875,561.2,1279.8
4820000,234459.67085647583,2.512297927115098,322748126,83434246144,893.51171875,487.9,1225.8
4870000,243631.21347427368,1.9484181390949808,331227632,85717360640,893.51171875,882.7,1719.9
4900000,249776.72218728065,1.75038397996781,336741557,87186456576,893.51171875,698.9,1223.4
4910000,252096.16557836533,1.5538210649386082,338566045,87671762944,893.51171875,847.7,1317.2
4930000,255823.8756465912,1.9440889627580626,341666594,88498110464,893.51171875,636.4,1237.3
5000000,265814.7587864399,2.535011134199246,350066817,90769645568,893.51171875,543.5,1377.8
5020000,268315.7950541973,2.879206548434767,351587734,91192676352,893.51171875,404.7,1165.1
5070000,275184.90804338455,2.6268311539500506,356231555,92478033920,893.51171875,389.5,1023.2
5080000,276294.5166027546,3.2768312476467103,356790153,92633026560,893.51171875,308.6,1011.3
5100000,277841.0304925442,4.664038291296175,357657681,92877029376,893.51171875,209.0,975.0
5130000,278855.6290819645,10.729366385399386,358122758,93012340736,893.51171875,68.9,739.5
5140000,279141.6933569908,12.556618611916821,358227280,93042376704,893.51171875,61.6,773.2
5150000,279413.7510280609,13.328056458535654,358338536,93074726912,893.51171875,68.6,914.9
5170000,279906.30200505257,14.705076912521761,358590300,93146562560,893.51171875,64.0,941.3
5360000,285120.8311729431,13.188918459501375,361190697,93946761216,893.51171875,70.5,929.5
5400000,286339.0846157074,11.902285264303234,361841871,94124199936,893.51171875,77.1,918.1
5450000,287767.12403440475,12.698529019977368,362624437,94335361024,893.51171875,62.4,792.8
5460000,288032.71031427383,13.539856056467388,362771502,94374469632,893.51171875,63.0,853.0
5530000,289539.6990084648,16.396274302021176,363702924,94627860480,893.51171875,50.5,827.7
5560000,290249.71918702126,15.199568020646193,364208288,94763872256,893.51171875,113.0,1717.0
5610000,291781.02256822586,11.891177296086049,365314238,95059890176,893.51171875,60.3,717.6
5630000,292335.214571476,13.020758072438698,365677982,95155785728,893.51171875,77.0,1002.2
5650000,292704.52971220016,19.49825286306896,365957213,95230509056,893.51171875,63.0,1229.0
5670000,293190.1453077793,14.950096467436742,366305789,95322988544,893.51171875,71.6,1070.8
5700000,293835.3005490303,16.81455765431763,366760827,95442415616,893.51171875,61.4,1032.7
5710000,294013.46999263763,20.19425961687164,366867353,95472066560,893.51171875,52.4,1058.4
5740000,294665.19310617447,16.706481286066314,367333873,95595016192,893.51171875,48.1,803.4
5750000,294882.40620040894,16.739322336042914,367455886,95627722752,893.51171875,54.0,903.4
5780000,295456.4882555008,18.758642435316794,367848114,95731539968,893.51171875,58.2,1091.8
5800000,295816.23803305626,20.230728284127675,368076542,95793131520,893.51171875,50.5,1022.4
5820000,296138.0750763416,22.35292720366297,368302361,95852527616,893.51171875,45.7,1021.2
5830000,296316.90281772614,20.55050279977648,368422923,95883845632,893.51171875,46.6,958.1
5840000,296479.27685689926,22.152556026304254,368527638,95912398848,893.51171875,48.2,1068.9
5850000,296712.57074284554,15.696939442482162,368672673,95951908864,893.51171875,65.5,1028.9
5870000,297033.258920908,22.71988959499902,368886152,96009568256,893.51171875,40.7,923.7
5880000,297231.5332624912,18.151617457213153,369018680,96045211648,893.51171875,56.0,1016.5
5910000,297711.96784329414,22.814760714521487,369329816,96129748992,893.51171875,50.2,1145.0
5920000,297863.64013528824,23.52440220352782,369431072,96157384704,893.51171875,43.9,1032.7
5930000,298027.4591743946,22.237952437473222,369531617,96184750080,893.51171875,46.5,1033.8
6000000,299209.7501037121,21.40759044359008,370274539,96386019328,893.51171875,42.8,915.3
6010000,299477.0405011177,13.588217291952645,370423049,96425598976,893.51171875,61.7,838.7
6020000,299649.738278389,20.886198172279805,370547239,96458145792,893.51171875,49.5,1033.0
6090000,300929.14147520065,19.800638346950244,371367620,96680910848,893.51171875,50.0,989.4
6110000,301323.9597492218,18.42366597147518,371613963,96747610112,893.51171875,53.2,980.3
6130000,301772.3076479435,16.103566049010755,371882689,96820322304,893.51171875,58.3,938.4
6150000,302234.1138818264,15.725209984587082,372128460,96888365056,893.51171875,62.3,980.3
6180000,302892.03410100937,16.502000825392873,372528687,96996483072,893.51171875,66.8,1102.3
6220000,303912.3651969433,14.210093231284883,373059112,97144156160,893.51171875,59.3,842.5
6250000,304699.3244059086,13.825367155058883,373474969,97257725952,893.51171875,64.4,890.4
6260000,305100.4899585247,8.946431159393093,373615561,97301475328,893.51171875,103.4,925.1
6280000,305738.48454737663,11.427996612197221,373927248,97388478464,893.51171875,82.9,947.0
6320000,307039.2597618103,11.06340268504081,374500225,97552420864,893.51171875,67.4,745.2
6330000,307488.70043826103,8.081155512407573,374685188,97602674688,893.51171875,86.4,698.0
6400000,309534.615537405,12.359261638266295,376001554,97954226176,893.51171875,58.9,728.4
6420000,310029.29157590866,14.639884361301261,376275642,98026393600,893.51171875,51.0,746.9
6530000,312964.81634664536,13.506614011657533,378090662,98517602304,893.51171875,65.3,882.0
6540000,313388.96594905853,8.43806048535107,378240899,98558332928,893.51171875,76.2,643.4
6560000,314090.05894851685,10.38521281146087,378515933,98635890688,893.51171875,84.0,872.8
6570000,314375.7271053791,12.51452048162219,378639433,98671521792,893.51171875,73.7,922.1
6590000,315043.3576452732,10.835334167228806,378913066,98751643648,893.51171875,86.5,936.8
6600000,315513.57608532906,7.726196360075785,379049274,98794283008,893.51171875,103.5,799.8
6630000,317128.4939966202,6.706842449558718,379551498,98951557120,893.51171875,127.6,855.8
6670000,318449.55533862114,10.995704391741583,380310758,99164340224,893.51171875,58.5,643.3
6690000,318900.06281352043,16.152895135928045,380525814,99224489984,893.51171875,59.1,954.9
6720000,319450.9411609173,19.73030897177379,380869988,99319336960,893.51171875,57.3,1130.1
6740000,319833.67154979706,19.036899634036356,381101238,99382521856,893.51171875,46.4,882.5
6770000,320448.21410512924,17.588692444833736,381474011,99484278784,893.51171875,62.1,1091.5
6780000,320680.300634861,15.589013305432871,381624575,99525332992,893.51171875,71.2,1110.1
6850000,322027.48483252525,18.788818963201752,382479212,99758084096,893.51171875,55.1,1036.0
6860000,322248.1750972271,16.49823568302417,382586489,99787595776,893.51171875,49.8,822.3
6890000,322818.45084762573,19.101285636616222,382949169,99885490176,893.51171875,51.0,975.1
6910000,323437.1597135067,11.648451149537204,383427580,100005969920,893.51171875,114.5,1333.6
6920000,323679.69667720795,14.90906765227799,383606522,100051746816,893.51171875,66.4,989.4
6930000,324032.5597231388,10.207926393929478,383882628,100120797184,893.51171875,93.0,949.6
6950000,324419.4964952469,18.775677381137513,384128772,100187197440,893.51171875,61.4,1152.5
6990000,325536.9169931412,12.869819398427131,384958218,100399943680,893.51171875,57.1,735.3
7010000,326010.9876537323,15.326829108006644,385305659,100490027008,893.51171875,52.6,806.3
7100000,328084.51422286034,15.756730821027913,386613267,100842029056,893.51171875,52.2,822.4
7130000,329026.6838965416,11.543568323001878,387100084,100973694976,893.51171875,57.9,668.5
7160000,330032.67946243286,10.775395406833884,387781051,101149179904,893.51171875,59.4,640.4
7170000,330261.06935858727,15.639921293125587,387909790,101185081344,893.51171875,64.0,1001.3
7220000,331787.0896704197,11.878609910659252,388973466,101465325568,893.51171875,150.0,1781.4
7240000,332891.6025879383,6.612869695004628,389785632,101667651584,893.51171875,189.2,1251.1
7250000,333587.891551733,5.253565962131943,390306127,101796024320,893.51171875,169.0,887.9
7260000,333792.93185949326,17.616048470936004,390436392,101831360512,893.51171875,58.3,1026.5
7290000,334462.14813256264,16.2473634272679,390846652,101943672832,893.51171875,70.6,1147.7
7340000,336181.53969311714,10.494410007561514,392069499,102258647040,893.51171875,114.7,1203.6
7350000,336594.81695842743,8.718118083013536,392236421,102304571392,893.51171875,80.6,703.0
7360000,336870.03641581535,13.091370916125092,392409855,102352711680,893.51171875,84.2,1101.9
7370000,337208.42618370056,10.688857475226596,392648934,102415888384,893.51171875,95.3,1018.6
7390000,337785.04808855057,12.581901483411748,393062421,102523195392,893.51171875,99.9,1256.4
7400000,338295.30453538895,7.070954266929263,393469366,102624382976,893.51171875,135.7,959.8
7420000,338689.1835176945,18.4777566891207,393738096,102698119168,893.51171875,56.3,1041.0
7440000,339088.9134325981,18.0872127164735,393991263,102766452736,893.51171875,57.5,1040.1
7450000,339269.8545911312,19.945710689919512,394105099,102797418496,893.51171875,51.8,1033.5
7580000,342768.9831290245,13.466210083373882,396352591,103413993472,893.51171875,63.8,859.2
7590000,343298.7323269844,6.831534646842345,396570044,103470903296,893.51171875,89.0,607.9
7630000,344362.2408313751,13.636938435493528,397241617,103651106816,893.51171875,78.6,1071.3
7640000,344528.89407777786,21.913764531021737,397349518,103680630784,893.51171875,49.2,1077.9
7650000,344703.64710092545,20.31438390054026,397461510,103711383552,893.51171875,53.9,1094.6
7740000,346547.6600430012,17.640874018694426,398579024,104024875008,893.51171875,60.2,1062.2
7850000,348648.08509898186,19.092326044109434,399792517,104363749376,893.51171875,63.6,1215.1
7860000,348956.3690826893,11.706738561627853,399901265,104394387456,893.51171875,55.0,643.5
7900000,349809.31935954094,16.866164875519498,400341174,104516968448,893.51171875,49.5,834.8
7910000,349973.75958132744,21.88637281621258,400435445,104543551488,893.51171875,47.4,1038.3
7940000,350531.9410443306,19.341380385358494,400807318,104645341184,893.51171875,55.7,1077.0
7960000,350841.4926791191,23.534038206508388,401003327,104699486208,893.51171875,42.8,1008.3
7990000,351326.74170804024,22.37613957546913,401294033,104780374016,893.51171875,49.1,1098.5
8000000,351482.8443980217,23.478134812636934,401388621,104806354944,893.51171875,45.1,1058.4
8030000,351987.30860185623,21.51986189997499,401688786,104888836096,893.51171875,54.7,1176.3
8130000,353579.5752220154,22.822182880633314,402665767,105159446528,893.51171875,46.6,1062.5
8180000,354438.22671723366,21.161088172776108,403139686,105292427264,893.51171875,48.5,1026.7
8220000,355150.99078679085,20.421904837379113,403552991,105406504960,893.51171875,55.9,1140.7
8250000,355602.5560860634,24.07182309515668,403846821,105487060992,893.51171875,50.2,1209.1
8270000,355970.3479833603,19.641542005392026,404076372,105550471168,893.51171875,55.5,1090.8
8310000,356679.639721632,20.513420945030422,404536378,105676189696,893.51171875,49.3,1012.2
8430000,359005.45500159264,18.655393819897174,406157322,106117222400,893.51171875,154.8,2888.3
8470000,360001.0085709095,14.527595948377066,406767922,106289754112,893.51171875,48.2,700.4
8500000,361169.0923295021,9.309263929071154,407445033,106482864128,893.51171875,96.0,893.9
8560000,363389.03776550293,9.740329491590249,408314720,106757173248,893.51171875,223.4,2176.3
