height,wall_seconds,blocks_per_sec,coins_in_db,db_size_bytes,rss_mb,avg_ops_per_block,ops_per_sec
10000,0.09018683433532715,35204.69504667289,19992,0,893.51171875,6.3,221673.2
80000,0.776602029800415,35086.635842438816,159998,0,893.51171875,5.9,208209.2
90000,0.9281346797943115,23031.340111458303,179998,0,893.51171875,5.7,131973.3
110000,1.2081356048583984,24407.062221083113,219998,0,893.51171875,5.7,140310.8
130000,1.5011687278747559,23567.30163782372,259994,0,893.51171875,5.8,137273.5
140000,1.7034358978271484,17274.182462840505,279998,0,893.51171875,5.7,98890.4
170000,2.1333935260772705,23800.019647626974,340000,41872532,893.51171875,5.9,140373.1
180000,2.361961841583252,14638.949377532766,360000,43097209,893.51171875,6.0,87501.3
200000,2.6698062419891357,21923.413227921774,399996,43097209,893.51171875,5.8,128244.6
240000,4.504678010940552,7231.5680171933245,340730,75291535,893.51171875,26.9,194704.7
270000,6.069659233093262,6352.152894413428,381666,75291535,893.51171875,30.1,191307.3
300000,9.325783252716064,3088.02734152761,558227,112920615,893.51171875,61.6,190227.6
400000,18.292152881622314,3858.752363772506,1115890,524681158,893.51171875,54.0,208562.5
430000,21.22847557067871,3631.4128688038077,1294096,573161083,893.51171875,35.5,128879.9
490000,32.16617250442505,1960.1018504959432,1619259,428429430,893.51171875,58.0,113599.6
570000,64.45878267288208,887.5714861846826,2337329,836943251,893.51171875,127.3,112947.2
610000,75.10389280319214,1346.3458643976053,3039128,872592961,893.51171875,112.6,151607.0
620000,78.68799304962158,1014.4805529985553,3240076,924018856,893.51171875,114.6,116307.4
640000,84.93035960197449,1153.2485219546288,3678861,1143522296,893.51171875,124.0,142950.1
650000,89.26033329963684,831.875722927516,3889403,1204037558,893.51171875,133.9,111428.2
670000,95.7905695438385,1095.0599231918338,4279100,1428532493,893.51171875,119.9,131283.8
680000,100.35726475715637,790.7249841130686,4516452,1602854277,893.51171875,129.5,102404.1
720000,114.91237735748291,985.9078657816816,5491973,1714179031,893.51171875,147.0,144885.5
730000,120.40940952301025,655.4445911004334,5753301,1613685741,893.51171875,155.7,102029.7
770000,139.0895664691925,773.012777226755,6809929,1930029823,893.51171875,190.1,146932.4
820000,167.27307152748108,638.4585580390076,7985405,2581881501,893.51171875,198.0,126446.5
840000,182.34310841560364,479.4945130953971,8394920,2253683138,893.51171875,216.7,103917.0
850000,188.46367979049683,584.4225613760485,8629420,2257995529,893.51171875,158.7,92730.3
860000,195.15054893493652,550.4818354432501,8845449,2593100179,893.51171875,160.5,88337.1
880000,205.65283179283142,688.4217553296025,9267699,2573161650,893.51171875,148.8,102409.3
890000,212.43126845359802,531.686018526934,9513225,2397408089,893.51171875,154.6,82181.1
980000,257.44468784332275,719.0078078669135,11722651,3457552606,893.51171875,156.7,112669.8
990000,265.67239141464233,440.82774355691726,11970038,3225917316,893.51171875,167.3,73762.3
1030000,290.3939607143402,585.8446858459345,12843434,3549006443,893.51171875,240.2,140695.9
1060000,311.3806149959564,514.8986520193354,13949984,3606531918,893.51171875,192.7,99224.5
1100000,350.84244561195374,363.79457759317086,14262367,3996996046,893.51171875,227.5,82753.3
1120000,364.7682189941406,519.2530282913774,14464395,4341619673,893.51171875,162.2,84238.2
1150000,380.9261178970337,670.9411950868762,14876190,4576927930,893.51171875,141.4,94869.9
1170000,393.2268295288086,590.3723473397243,15224226,4509529054,893.51171875,149.2,88078.4
1180000,402.2260801792145,399.2554646578211,15364930,4357008508,893.51171875,137.6,54929.8
1230000,425.0114653110504,794.6321686132985,16019173,4946851807,893.51171875,143.9,114340.4
1260000,439.1371581554413,768.9534325612326,16477336,4877315164,893.51171875,122.9,94472.9
1270000,447.63579750061035,422.42056100906143,16647096,4745682724,893.51171875,112.9,47686.1
1310000,485.88113594055176,381.039901709452,17891902,5003985045,893.51171875,487.8,185855.6
1330000,502.636732339859,426.24564532333096,18412433,5552379566,893.51171875,227.3,96876.6
1340000,514.6290910243988,299.7742224500482,18919446,5311429832,893.51171875,221.3,66347.6
1360000,536.2741315364838,333.33270944776876,19229031,5502156861,893.51171875,170.9,56964.8
1380000,551.3076868057251,479.128181657558,19527183,5450082444,893.51171875,128.7,61649.1
1420000,576.312135219574,578.6570357611348,19710217,6025076355,893.51171875,122.7,70981.9
1470000,604.4655935764313,639.9569023324491,20169501,6272541500,893.51171875,104.4,66809.0
1490000,617.6050579547882,551.0879128320659,20401167,5931094204,893.51171875,97.2,53541.5
1500000,627.4503145217896,372.15891480987347,20477312,5979555851,893.51171875,114.4,42561.6
1600000,827.9592025279999,180.56057444634902,39774592,10394527625,893.51171875,1375.1,248287.7
1610000,901.0801544189453,49.31555056036587,43775791,10585486193,893.51171875,1244.6,61377.8
1640000,993.9496748447418,116.6259925790621,50306914,11731977312,893.51171875,574.4,66987.7
1680000,1200.7462122440338,70.00600775073502,64830100,14120787110,893.51171875,1086.9,76087.5
1690000,1284.421394109726,43.47764676316318,65005006,14043538795,893.51171875,142.4,6190.0
1740000,1566.9997696876526,63.89731685261492,83800453,17134433233,893.51171875,1134.8,72511.6
1750000,1700.6146578788757,27.01794724277689,87496325,17591662473,893.51171875,1126.1,30425.4
1760000,1831.450211763382,27.446667923077847,90466661,17984954216,893.51171875,920.7,25270.2
1830000,2222.918532848358,64.70766249946797,114155593,22137482032,893.51171875,1296.1,83866.6
